Order ID, Amount , Profit ,Quantity,Category,Sub-Category,PaymentMode,Order Date,CustomerName,State,City,Year-Month
B-26032,"$2,799 ","$1,239 ",5,Furniture,Sofas,Debit Card,24-Dec-23,Anna Ferguson,California,San Francisco,2023-12
B-25171,"$3,234 ","$1,029 ",20,Office Supplies,Markers,Credit Card,20-Mar-22,David Figueroa,Florida,Miami,2022-03
B-26939,"$4,920 ",$775 ,12,Furniture,Tables,Debit Card,12-Aug-21,Theresa Medina,Illinois,Springfield,2021-08
B-26939,"$9,078 ","$2,213 ",15,Furniture,Bookcases,EMI,12-Aug-21,Theresa Medina,Illinois,Springfield,2021-08
B-26347,"$8,586 ","$3,826 ",7,Furniture,Bookcases,UPI,21-Dec-20,Mary Smith,Florida,Miami,2020-12
B-26347,"$8,586 ","$3,826 ",7,Furniture,Bookcases,UPI,07-Jul-23,Lance Cain,Florida,Tampa,2023-07
B-25388,"$5,047 ","$2,211 ",13,Furniture,Sofas,EMI,13-Aug-23,Alexandra Moran,California,San Francisco,2023-08
B-25388,"$5,047 ","$2,211 ",13,Furniture,Sofas,EMI,04-Feb-21,Sara Castro,Illinois,Chicago,2021-02
B-25388,"$5,047 ","$2,211 ",13,Furniture,Sofas,EMI,16-Sep-22,Shawn Leach,Illinois,Peoria,2022-09
B-25388,"$5,047 ","$2,211 ",13,Furniture,Sofas,EMI,06-May-22,Mark Boyle,New York,Buffalo,2022-05
B-26419,"$3,657 ",$163 ,1,Furniture,Sofas,UPI,28-May-21,John Stevens,California,San Francisco,2021-05
B-25157,"$6,471 ","$2,842 ",18,Electronics,Electronic Games,UPI,18-Jul-24,Lisa Graham,Illinois,Peoria,2024-07
B-25342,$949 ,$301 ,9,Office Supplies,Binders,UPI,06-Dec-24,Nancy Jones,Ohio,Cleveland,2024-12
B-25342,"$6,823 ",$771 ,6,Office Supplies,Binders,EMI,06-Dec-24,Nancy Jones,Ohio,Cleveland,2024-12
B-25342,"$4,364 ",$831 ,2,Furniture,Tables,EMI,06-Dec-24,Nancy Jones,Ohio,Cleveland,2024-12
B-26165,"$6,671 ","$2,797 ",10,Electronics,Phones,UPI,12-Dec-22,Darryl Robbins,Illinois,Peoria,2022-12
B-26571,"$7,472 ","$1,037 ",3,Office Supplies,Paper,COD,20-Oct-22,Kimberly Smith,Illinois,Springfield,2022-10
B-26571,"$9,548 ","$1,806 ",9,Electronics,Printers,COD,20-Oct-22,Kimberly Smith,Illinois,Springfield,2022-10
B-25400,"$7,759 ","$3,741 ",17,Electronics,Printers,UPI,24-Mar-21,Maria Thomas,Florida,Miami,2021-03
B-25400,"$7,759 ","$3,741 ",17,Electronics,Printers,UPI,06-Jan-25,Nicholas Johnson,Texas,Dallas,2025-01
B-25400,"$7,521 ","$3,457 ",16,Office Supplies,Markers,Debit Card,24-Mar-21,Maria Thomas,Florida,Miami,2021-03
B-25400,"$7,521 ","$3,457 ",16,Office Supplies,Markers,Debit Card,06-Jan-25,Nicholas Johnson,Texas,Dallas,2025-01
B-25885,"$9,704 ","$4,339 ",12,Office Supplies,Pens,COD,06-Mar-21,Dawn Howard,Texas,Houston,2021-03
B-25885,"$4,948 ","$2,356 ",18,Electronics,Printers,Debit Card,06-Mar-21,Dawn Howard,Texas,Houston,2021-03
B-25885,"$6,435 ",$334 ,10,Electronics,Electronic Games,Debit Card,06-Mar-21,Dawn Howard,Texas,Houston,2021-03
B-25004,"$9,965 ","$3,033 ",16,Office Supplies,Markers,COD,17-Jun-20,Jennifer Marshall,California,San Francisco,2020-06
B-25004,"$9,965 ","$3,033 ",16,Office Supplies,Markers,COD,01-Sep-23,Frank Garcia,New York,Buffalo,2023-09
B-26213,"$1,523 ",$234 ,3,Furniture,Sofas,UPI,08-Jun-23,Terri Madden,New York,Rochester,2023-06
B-26213,"$9,073 ",$424 ,7,Electronics,Electronic Games,Debit Card,08-Jun-23,Terri Madden,New York,Rochester,2023-06
B-25025,"$6,447 ","$3,079 ",20,Electronics,Laptops,COD,25-Mar-21,James Gutierrez,New York,Rochester,2021-03
B-25025,"$8,947 ","$2,807 ",6,Electronics,Electronic Games,Credit Card,25-Mar-21,James Gutierrez,New York,Rochester,2021-03
B-26804,$914 ,$400 ,8,Office Supplies,Pens,Debit Card,03-Jan-21,Morgan Sellers,California,Los Angeles,2021-01
B-26804,"$1,548 ",$666 ,3,Office Supplies,Paper,Credit Card,03-Jan-21,Morgan Sellers,California,Los Angeles,2021-01
B-26797,"$2,759 ","$1,149 ",6,Furniture,Tables,Credit Card,27-Dec-24,Caitlin Thomas,New York,New York City,2024-12
B-26556,"$1,341 ",$615 ,4,Electronics,Laptops,UPI,12-Aug-22,Kimberly Greene,Florida,Orlando,2022-08
B-25861,"$9,851 ","$2,669 ",19,Electronics,Electronic Games,Debit Card,28-Mar-22,Tammy Anthony,Ohio,Cleveland,2022-03
B-25861,"$9,851 ","$2,669 ",19,Electronics,Electronic Games,Debit Card,15-Jul-23,Jennifer Chase,New York,Buffalo,2023-07
B-25861,"$9,851 ","$2,669 ",19,Electronics,Electronic Games,Debit Card,22-Sep-22,Cassandra Farley,Florida,Orlando,2022-09
B-25861,"$9,989 ","$3,930 ",14,Furniture,Tables,Debit Card,28-Mar-22,Tammy Anthony,Ohio,Cleveland,2022-03
B-25861,"$9,989 ","$3,930 ",14,Furniture,Tables,Debit Card,15-Jul-23,Jennifer Chase,New York,Buffalo,2023-07
B-25861,"$9,989 ","$3,930 ",14,Furniture,Tables,Debit Card,22-Sep-22,Cassandra Farley,Florida,Orlando,2022-09
B-25112,"$7,421 ",$958 ,10,Furniture,Tables,COD,20-Dec-22,Justin Vasquez,Texas,Houston,2022-12
B-25112,"$7,421 ",$958 ,10,Furniture,Tables,COD,16-Jan-22,Melissa Morales,Texas,Houston,2022-01
B-25112,"$7,421 ",$958 ,10,Furniture,Tables,COD,29-Jan-23,Tyler Thompson,Texas,Dallas,2023-01
B-25223,"$3,099 ",$479 ,1,Office Supplies,Paper,COD,15-Jan-22,Heidi Davis,New York,Buffalo,2022-01
B-25223,"$2,521 ",$906 ,7,Electronics,Phones,COD,15-Jan-22,Heidi Davis,New York,Buffalo,2022-01
B-25714,"$6,962 ","$3,429 ",12,Electronics,Electronic Games,UPI,24-Mar-24,Charles Lane,Texas,Dallas,2024-03
B-25714,"$6,962 ","$3,429 ",12,Electronics,Electronic Games,UPI,19-Feb-25,Joyce Good MD,Florida,Miami,2025-02
B-26607,"$1,085 ",$301 ,20,Furniture,Bookcases,UPI,13-Jul-24,Maria Miller,New York,Buffalo,2024-07
B-25038,$738 ,$342 ,2,Furniture,Chairs,Debit Card,28-Apr-23,Terry Mcdaniel,Ohio,Cincinnati,2023-04
B-25038,$738 ,$342 ,2,Furniture,Chairs,Debit Card,05-Dec-20,Lisa Jacobs,New York,Buffalo,2020-12
B-25038,$738 ,$342 ,2,Furniture,Chairs,Debit Card,14-May-24,Jeff Duncan,Ohio,Cincinnati,2024-05
B-25038,$738 ,$342 ,2,Furniture,Chairs,Debit Card,18-Jan-22,Pamela Jones,New York,New York City,2022-01
B-26672,"$1,366 ",$242 ,17,Electronics,Electronic Games,EMI,18-Sep-23,Renee Robinson,Ohio,Columbus,2023-09
B-26672,"$1,518 ",$155 ,13,Office Supplies,Markers,Credit Card,18-Sep-23,Renee Robinson,Ohio,Columbus,2023-09
B-25747,"$2,962 ","$1,470 ",1,Electronics,Phones,COD,12-May-21,Jessica Kidd,New York,Buffalo,2021-05
B-25747,"$2,962 ","$1,470 ",1,Electronics,Phones,COD,17-Sep-23,Nicholas Martin,Florida,Tampa,2023-09
B-25747,"$7,131 ",$718 ,12,Electronics,Printers,UPI,12-May-21,Jessica Kidd,New York,Buffalo,2021-05
B-25747,"$7,131 ",$718 ,12,Electronics,Printers,UPI,17-Sep-23,Nicholas Martin,Florida,Tampa,2023-09
B-25747,"$4,200 ",$855 ,10,Office Supplies,Markers,EMI,12-May-21,Jessica Kidd,New York,Buffalo,2021-05
B-25747,"$4,200 ",$855 ,10,Office Supplies,Markers,EMI,17-Sep-23,Nicholas Martin,Florida,Tampa,2023-09
B-26322,"$5,934 ","$1,563 ",2,Office Supplies,Markers,EMI,06-Sep-24,David Brown,Illinois,Peoria,2024-09
B-26613,"$2,701 ",$322 ,11,Electronics,Printers,UPI,18-Jun-22,Amber Moore,New York,New York City,2022-06
B-26613,"$7,273 ","$2,702 ",18,Office Supplies,Paper,COD,18-Jun-22,Amber Moore,New York,New York City,2022-06
B-25413,"$2,465 ",$699 ,18,Office Supplies,Markers,Debit Card,22-May-20,James Williams,California,San Francisco,2020-05
B-26466,"$3,479 ","$1,087 ",2,Office Supplies,Markers,EMI,17-Oct-24,Karina Barr,Texas,Dallas,2024-10
B-26466,"$5,457 ","$1,765 ",7,Electronics,Printers,EMI,17-Oct-24,Karina Barr,Texas,Dallas,2024-10
B-26610,"$4,957 ","$1,152 ",8,Office Supplies,Markers,Credit Card,22-Mar-22,Meghan Rush,Ohio,Cleveland,2022-03
B-26209,"$4,404 ",$858 ,17,Office Supplies,Pens,Debit Card,17-Mar-24,Bianca Brown,Ohio,Columbus,2024-03
B-26209,"$8,776 ","$2,529 ",15,Furniture,Sofas,Credit Card,17-Mar-24,Bianca Brown,Ohio,Columbus,2024-03
B-26622,"$9,536 ","$1,437 ",9,Electronics,Phones,UPI,02-Apr-20,Timothy Jensen,Florida,Orlando,2020-04
B-26622,"$2,225 ",$589 ,7,Furniture,Sofas,Credit Card,02-Apr-20,Timothy Jensen,Florida,Orlando,2020-04
B-26601,"$9,574 ","$4,045 ",19,Furniture,Bookcases,UPI,13-Mar-24,Melinda Montoya,California,San Francisco,2024-03
B-26601,"$4,382 ",$482 ,17,Electronics,Electronic Games,COD,13-Mar-24,Melinda Montoya,California,San Francisco,2024-03
B-25894,"$8,200 ",$257 ,19,Electronics,Laptops,COD,21-Mar-23,Tammy Bell,Ohio,Cincinnati,2023-03
B-25894,"$9,316 ","$3,003 ",13,Furniture,Sofas,Credit Card,21-Mar-23,Tammy Bell,Ohio,Cincinnati,2023-03
B-25894,"$6,379 ","$3,128 ",15,Electronics,Electronic Games,COD,21-Mar-23,Tammy Bell,Ohio,Cincinnati,2023-03
B-26969,"$3,348 ",$568 ,5,Office Supplies,Markers,Credit Card,02-Mar-24,Connie Richards,Ohio,Cleveland,2024-03
B-26969,"$3,348 ",$568 ,5,Office Supplies,Markers,Credit Card,30-Apr-21,Peter Ward,New York,Rochester,2021-04
B-26969,"$8,856 ","$2,020 ",9,Office Supplies,Pens,Debit Card,02-Mar-24,Connie Richards,Ohio,Cleveland,2024-03
B-26969,"$8,856 ","$2,020 ",9,Office Supplies,Pens,Debit Card,30-Apr-21,Peter Ward,New York,Rochester,2021-04
B-26312,"$1,760 ",$619 ,16,Furniture,Sofas,Debit Card,15-Sep-21,Jonathan Alvarez,Ohio,Columbus,2021-09
B-26312,"$1,760 ",$619 ,16,Furniture,Sofas,Debit Card,28-Jan-23,Becky Hodges,Texas,Houston,2023-01
B-26312,"$6,351 ",$986 ,15,Electronics,Printers,UPI,15-Sep-21,Jonathan Alvarez,Ohio,Columbus,2021-09
B-26312,"$6,351 ",$986 ,15,Electronics,Printers,UPI,28-Jan-23,Becky Hodges,Texas,Houston,2023-01
B-26837,$869 ,$373 ,14,Office Supplies,Paper,Credit Card,08-Jul-21,Larry Hill,New York,New York City,2021-07
B-26837,$869 ,$373 ,14,Office Supplies,Paper,Credit Card,08-Apr-20,Amber Moon,Ohio,Cleveland,2020-04
B-26837,"$1,486 ",$114 ,7,Furniture,Bookcases,UPI,08-Jul-21,Larry Hill,New York,New York City,2021-07
B-26837,"$1,486 ",$114 ,7,Furniture,Bookcases,UPI,08-Apr-20,Amber Moon,Ohio,Cleveland,2020-04
B-26166,"$2,999 ",$145 ,13,Office Supplies,Binders,COD,23-Aug-22,Cynthia Wilcox,Illinois,Chicago,2022-08
B-26166,"$5,142 ","$1,916 ",20,Office Supplies,Paper,EMI,23-Aug-22,Cynthia Wilcox,Illinois,Chicago,2022-08
B-25695,"$1,239 ",$575 ,17,Electronics,Laptops,UPI,17-Dec-22,Rebecca Wright,New York,Rochester,2022-12
B-25695,"$1,239 ",$575 ,17,Electronics,Laptops,UPI,08-Jun-22,Sarah Flores,Illinois,Springfield,2022-06
B-25695,"$1,262 ",$515 ,16,Electronics,Electronic Games,EMI,17-Dec-22,Rebecca Wright,New York,Rochester,2022-12
B-25695,"$1,262 ",$515 ,16,Electronics,Electronic Games,EMI,08-Jun-22,Sarah Flores,Illinois,Springfield,2022-06
B-26068,"$1,033 ",$254 ,5,Furniture,Bookcases,COD,28-Aug-20,Carol Norman,New York,Rochester,2020-08
B-26023,"$1,518 ",$159 ,19,Electronics,Printers,UPI,26-Sep-20,Stephanie Gardner,California,San Diego,2020-09
B-26677,"$8,581 ","$2,444 ",2,Office Supplies,Paper,Debit Card,13-Dec-20,Philip Baker,Illinois,Peoria,2020-12
B-26677,"$8,581 ","$2,444 ",2,Office Supplies,Paper,Debit Card,19-Nov-20,Randall Dennis,Florida,Orlando,2020-11
B-25701,"$1,167 ",$463 ,5,Office Supplies,Pens,UPI,13-Sep-23,Suzanne Cross,Texas,Austin,2023-09
B-25701,"$2,841 ",$803 ,20,Electronics,Laptops,Credit Card,13-Sep-23,Suzanne Cross,Texas,Austin,2023-09
B-25701,"$5,680 ","$2,159 ",19,Furniture,Tables,UPI,13-Sep-23,Suzanne Cross,Texas,Austin,2023-09
B-26523,"$8,204 ","$2,382 ",6,Office Supplies,Pens,UPI,31-Mar-20,Jasmine Delgado,Illinois,Chicago,2020-03
B-26523,"$8,204 ","$2,382 ",6,Office Supplies,Pens,UPI,20-Oct-20,Kristen Harper,New York,Buffalo,2020-10
B-26523,"$2,850 ",$904 ,6,Electronics,Phones,EMI,31-Mar-20,Jasmine Delgado,Illinois,Chicago,2020-03
B-26523,"$2,850 ",$904 ,6,Electronics,Phones,EMI,20-Oct-20,Kristen Harper,New York,Buffalo,2020-10
B-25880,$907 ,$391 ,9,Office Supplies,Pens,Credit Card,04-Aug-23,Kaitlyn Graham MD,New York,New York City,2023-08
B-26898,"$2,174 ",$265 ,19,Office Supplies,Pens,Credit Card,11-Apr-22,Dean Avila,Ohio,Cincinnati,2022-04
B-26898,"$8,541 ","$2,029 ",12,Electronics,Electronic Games,Credit Card,11-Apr-22,Dean Avila,Ohio,Cincinnati,2022-04
B-26898,"$1,931 ",$551 ,3,Furniture,Bookcases,EMI,11-Apr-22,Dean Avila,Ohio,Cincinnati,2022-04
B-26035,"$1,281 ",$340 ,3,Electronics,Electronic Games,Debit Card,31-Dec-21,Megan Mack,Texas,Austin,2021-12
B-26035,"$2,404 ",$253 ,15,Electronics,Laptops,COD,31-Dec-21,Megan Mack,Texas,Austin,2021-12
B-25573,"$2,119 ",$196 ,1,Furniture,Sofas,COD,16-Aug-20,Heather Johnson,California,Los Angeles,2020-08
B-25463,"$3,137 ",$571 ,9,Office Supplies,Pens,Debit Card,02-Feb-25,Tina Davies,Illinois,Chicago,2025-02
B-26277,"$2,323 ",$727 ,7,Furniture,Tables,COD,24-Feb-22,Matthew Harris,Texas,Dallas,2022-02
B-26277,"$1,368 ",$406 ,9,Furniture,Bookcases,UPI,24-Feb-22,Matthew Harris,Texas,Dallas,2022-02
B-26508,"$9,204 ","$3,289 ",16,Electronics,Laptops,Credit Card,25-Feb-24,Christopher Kirk,Florida,Miami,2024-02
B-26508,"$9,204 ","$3,289 ",16,Electronics,Laptops,Credit Card,15-Jun-21,Eric Stevens,Florida,Miami,2021-06
B-26508,"$9,894 ","$3,698 ",20,Office Supplies,Paper,EMI,25-Feb-24,Christopher Kirk,Florida,Miami,2024-02
B-26508,"$9,894 ","$3,698 ",20,Office Supplies,Paper,EMI,15-Jun-21,Eric Stevens,Florida,Miami,2021-06
B-26723,"$5,322 ","$1,423 ",18,Furniture,Sofas,COD,08-Dec-22,James Dickerson,Texas,Houston,2022-12
B-26723,"$5,322 ","$1,423 ",18,Furniture,Sofas,COD,09-Dec-23,James Jones,Texas,Dallas,2023-12
B-25526,"$2,666 ",$559 ,14,Furniture,Chairs,COD,16-Jul-22,Hannah Hendricks,Ohio,Cleveland,2022-07
B-25645,"$8,383 ",$937 ,4,Furniture,Sofas,UPI,05-May-24,Brett Mullins,Florida,Orlando,2024-05
B-25757,"$7,560 ",$821 ,4,Office Supplies,Paper,EMI,04-Oct-21,Ms. Kim Jordan,Illinois,Chicago,2021-10
B-26716,"$1,314 ",$490 ,16,Furniture,Sofas,UPI,20-Nov-21,Marcus Santiago,New York,Buffalo,2021-11
B-26716,"$4,390 ",$179 ,1,Furniture,Tables,Debit Card,20-Nov-21,Marcus Santiago,New York,Buffalo,2021-11
B-26716,"$1,150 ",$58 ,7,Office Supplies,Binders,Debit Card,20-Nov-21,Marcus Santiago,New York,Buffalo,2021-11
B-25424,"$1,574 ",$258 ,17,Office Supplies,Pens,EMI,15-Sep-20,Jill Perez,California,San Diego,2020-09
B-25424,"$5,635 ",$318 ,17,Office Supplies,Binders,UPI,15-Sep-20,Jill Perez,California,San Diego,2020-09
B-25424,"$6,515 ",$961 ,11,Furniture,Sofas,Debit Card,15-Sep-20,Jill Perez,California,San Diego,2020-09
B-26453,"$1,231 ",$214 ,20,Electronics,Laptops,Debit Card,17-Jan-23,Courtney Williams,Ohio,Columbus,2023-01
B-26453,"$1,231 ",$214 ,20,Electronics,Laptops,Debit Card,16-Jun-20,Jordan Hahn,New York,Rochester,2020-06
B-26425,"$6,891 ","$2,529 ",3,Office Supplies,Binders,Debit Card,01-May-24,William Cook,Ohio,Cleveland,2024-05
B-25843,"$7,524 ","$2,308 ",15,Electronics,Laptops,EMI,07-Dec-23,Stephanie Hayes,Texas,Austin,2023-12
B-25843,"$6,864 ","$1,824 ",14,Electronics,Printers,Credit Card,07-Dec-23,Stephanie Hayes,Texas,Austin,2023-12
B-25486,"$4,215 ",$432 ,14,Furniture,Chairs,Debit Card,02-Feb-24,Melissa Wise,Ohio,Columbus,2024-02
B-26975,$622 ,$218 ,19,Furniture,Bookcases,Credit Card,23-Jun-24,Elizabeth Gonzalez,California,San Diego,2024-06
B-26975,"$1,755 ",$495 ,18,Office Supplies,Pens,UPI,23-Jun-24,Elizabeth Gonzalez,California,San Diego,2024-06
B-26975,"$8,020 ","$3,898 ",20,Electronics,Electronic Games,EMI,23-Jun-24,Elizabeth Gonzalez,California,San Diego,2024-06
B-26890,"$7,333 ","$1,576 ",4,Electronics,Laptops,Credit Card,07-Jun-24,Mr. Eric Lopez,New York,Buffalo,2024-06
B-26125,"$7,690 ","$1,134 ",4,Electronics,Electronic Games,COD,13-Oct-23,Benjamin Higgins,New York,Rochester,2023-10
B-26125,$912 ,$246 ,2,Furniture,Sofas,EMI,13-Oct-23,Benjamin Higgins,New York,Rochester,2023-10
B-26489,"$2,791 ",$894 ,14,Electronics,Laptops,COD,08-Oct-22,Brett Sutton,Texas,Austin,2022-10
B-26489,"$2,791 ",$894 ,14,Electronics,Laptops,COD,27-Oct-23,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,"$2,791 ",$894 ,14,Electronics,Laptops,COD,09-Feb-21,Michelle Bailey,Texas,Dallas,2021-02
B-26489,"$6,223 ","$1,478 ",3,Furniture,Sofas,Debit Card,08-Oct-22,Brett Sutton,Texas,Austin,2022-10
B-26489,"$6,223 ","$1,478 ",3,Furniture,Sofas,Debit Card,27-Oct-23,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,"$6,223 ","$1,478 ",3,Furniture,Sofas,Debit Card,09-Feb-21,Michelle Bailey,Texas,Dallas,2021-02
B-26489,"$8,943 ","$3,121 ",17,Furniture,Chairs,Debit Card,08-Oct-22,Brett Sutton,Texas,Austin,2022-10
B-26489,"$8,943 ","$3,121 ",17,Furniture,Chairs,Debit Card,27-Oct-23,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,"$8,943 ","$3,121 ",17,Furniture,Chairs,Debit Card,09-Feb-21,Michelle Bailey,Texas,Dallas,2021-02
B-26489,"$3,297 ",$102 ,12,Electronics,Phones,Credit Card,08-Oct-22,Brett Sutton,Texas,Austin,2022-10
B-26489,"$3,297 ",$102 ,12,Electronics,Phones,Credit Card,27-Oct-23,Anna Blackburn,Ohio,Cincinnati,2023-10
B-26489,"$3,297 ",$102 ,12,Electronics,Phones,Credit Card,09-Feb-21,Michelle Bailey,Texas,Dallas,2021-02
B-26043,"$8,769 ","$1,989 ",20,Office Supplies,Paper,UPI,03-Nov-20,Sara Peterson,Illinois,Chicago,2020-11
B-26557,"$9,057 ","$1,888 ",19,Electronics,Printers,COD,30-May-22,Katherine Williams,Florida,Orlando,2022-05
B-26557,"$6,864 ","$3,275 ",11,Furniture,Tables,Credit Card,30-May-22,Katherine Williams,Florida,Orlando,2022-05
B-26557,"$9,200 ",$809 ,13,Electronics,Laptops,COD,30-May-22,Katherine Williams,Florida,Orlando,2022-05
B-25243,"$6,113 ","$2,508 ",6,Electronics,Laptops,UPI,16-Jun-24,Cory Evans,Florida,Orlando,2024-06
B-25243,"$7,733 ","$2,784 ",15,Furniture,Tables,EMI,16-Jun-24,Cory Evans,Florida,Orlando,2024-06
B-25243,"$8,524 ",$154 ,14,Furniture,Tables,COD,16-Jun-24,Cory Evans,Florida,Orlando,2024-06
B-25243,"$6,187 ","$2,344 ",15,Furniture,Bookcases,EMI,16-Jun-24,Cory Evans,Florida,Orlando,2024-06
B-26932,"$4,364 ",$148 ,18,Furniture,Tables,EMI,15-Jul-22,Michael Rodriguez,Ohio,Cincinnati,2022-07
B-26932,$736 ,$286 ,12,Office Supplies,Pens,EMI,15-Jul-22,Michael Rodriguez,Ohio,Cincinnati,2022-07
B-25241,"$9,905 ",$633 ,17,Office Supplies,Pens,EMI,18-Jul-21,John Munoz,Texas,Dallas,2021-07
B-25241,"$9,905 ",$633 ,17,Office Supplies,Pens,EMI,02-Oct-21,David Clark,Florida,Tampa,2021-10
B-25044,"$2,493 ","$1,221 ",9,Office Supplies,Paper,Credit Card,16-Apr-24,April Welch,Illinois,Springfield,2024-04
B-25044,"$9,849 ",$963 ,1,Office Supplies,Pens,Credit Card,16-Apr-24,April Welch,Illinois,Springfield,2024-04
B-26137,"$3,423 ",$804 ,4,Electronics,Printers,Credit Card,09-Jul-20,Alan Livingston,Illinois,Peoria,2020-07
B-26137,"$3,423 ",$804 ,4,Electronics,Printers,Credit Card,25-Jul-20,Angela Jackson,Texas,Dallas,2020-07
B-26137,"$3,423 ",$804 ,4,Electronics,Printers,Credit Card,24-Jan-24,Amy Williams,Texas,Austin,2024-01
B-26137,"$3,423 ",$804 ,4,Electronics,Printers,Credit Card,04-May-20,Laura Jordan,Texas,Dallas,2020-05
B-26137,"$3,423 ",$804 ,4,Electronics,Printers,Credit Card,13-Nov-21,Richard Maynard,Ohio,Cincinnati,2021-11
B-25545,"$3,900 ",$115 ,9,Furniture,Chairs,COD,07-Oct-23,Lawrence Oliver,Illinois,Springfield,2023-10
B-26800,"$8,568 ","$2,419 ",11,Electronics,Electronic Games,UPI,23-Oct-21,Anthony Williams,New York,Rochester,2021-10
B-26800,"$3,283 ",$71 ,6,Office Supplies,Pens,EMI,23-Oct-21,Anthony Williams,New York,Rochester,2021-10
B-26987,"$7,643 ","$3,720 ",19,Electronics,Electronic Games,EMI,18-Jul-22,Lynn Matthews,Texas,Dallas,2022-07
B-26144,"$3,461 ","$1,537 ",15,Furniture,Sofas,EMI,23-Aug-24,Andrew Griffin,Illinois,Chicago,2024-08
B-26144,"$5,714 ","$1,438 ",6,Electronics,Electronic Games,Credit Card,23-Aug-24,Andrew Griffin,Illinois,Chicago,2024-08
B-26144,"$3,853 ","$1,457 ",10,Office Supplies,Binders,COD,23-Aug-24,Andrew Griffin,Illinois,Chicago,2024-08
B-25406,"$6,016 ",$431 ,20,Office Supplies,Pens,UPI,28-Oct-20,Megan Williams,Illinois,Chicago,2020-10
B-25658,"$1,290 ",$204 ,12,Office Supplies,Markers,UPI,15-Jun-24,Alison Martin,New York,Buffalo,2024-06
B-25658,"$1,290 ",$204 ,12,Office Supplies,Markers,UPI,19-Dec-24,Samuel Wallace,California,San Francisco,2024-12
B-25733,"$4,569 ","$1,693 ",10,Electronics,Printers,UPI,04-Sep-20,Manuel Stark,Illinois,Springfield,2020-09
B-26993,"$3,083 ","$1,151 ",16,Furniture,Bookcases,Debit Card,16-Apr-22,William Villarreal,Florida,Orlando,2022-04
B-26964,"$3,522 ",$898 ,15,Office Supplies,Pens,Credit Card,29-Aug-24,Brandon Kirk,Ohio,Cleveland,2024-08
B-26964,"$3,522 ",$898 ,15,Office Supplies,Pens,Credit Card,14-Jan-22,Abigail Brown,California,Los Angeles,2022-01
B-26955,"$7,301 ","$3,602 ",3,Office Supplies,Binders,Debit Card,07-Apr-24,Kristine Carter,Texas,Houston,2024-04
B-26059,"$4,462 ",$121 ,8,Electronics,Laptops,COD,24-Apr-22,Wesley Deleon,Illinois,Springfield,2022-04
B-26059,"$6,212 ","$1,881 ",17,Electronics,Phones,COD,24-Apr-22,Wesley Deleon,Illinois,Springfield,2022-04
B-26806,"$4,027 ","$1,386 ",3,Furniture,Bookcases,EMI,27-Aug-20,Laura Cole,Florida,Tampa,2020-08
B-26299,"$1,676 ",$330 ,14,Electronics,Laptops,EMI,01-Mar-23,Lauren Harris,Ohio,Cleveland,2023-03
B-26299,"$3,927 ","$1,133 ",12,Furniture,Bookcases,COD,01-Mar-23,Lauren Harris,Ohio,Cleveland,2023-03
B-26299,"$2,776 ",$887 ,9,Electronics,Phones,Debit Card,01-Mar-23,Lauren Harris,Ohio,Cleveland,2023-03
B-26743,"$7,684 ","$1,157 ",12,Furniture,Sofas,COD,02-Oct-20,Cameron Miller,Illinois,Chicago,2020-10
B-26743,"$7,684 ","$1,157 ",12,Furniture,Sofas,COD,23-Jun-20,Jacob Carpenter,New York,Buffalo,2020-06
B-26743,"$7,684 ","$1,157 ",12,Furniture,Sofas,COD,21-Aug-23,Pamela Callahan DVM,Ohio,Columbus,2023-08
B-26757,"$6,008 ","$2,498 ",17,Electronics,Phones,Credit Card,16-Jul-22,William Ruiz,Florida,Miami,2022-07
B-26772,"$7,344 ","$2,598 ",20,Furniture,Bookcases,COD,01-Aug-22,Paula Marshall,Texas,Dallas,2022-08
B-26088,"$6,932 ","$3,218 ",20,Office Supplies,Pens,COD,16-Jul-20,Natalie Cox,Florida,Orlando,2020-07
B-26319,"$7,748 ","$1,706 ",16,Electronics,Electronic Games,EMI,02-May-20,Andrew Fernandez,Ohio,Cincinnati,2020-05
B-26319,"$6,381 ","$2,763 ",20,Office Supplies,Markers,UPI,02-May-20,Andrew Fernandez,Ohio,Cincinnati,2020-05
B-26319,$992 ,$64 ,6,Electronics,Phones,Credit Card,02-May-20,Andrew Fernandez,Ohio,Cincinnati,2020-05
B-25364,"$8,649 ","$2,631 ",13,Electronics,Laptops,EMI,10-Jan-24,Alisha Saunders,California,San Francisco,2024-01
B-25364,"$8,649 ","$2,631 ",13,Electronics,Laptops,EMI,30-Sep-20,Travis Chandler DDS,New York,Rochester,2020-09
B-25655,"$4,099 ",$52 ,18,Electronics,Laptops,UPI,28-Mar-22,Russell Austin,New York,New York City,2022-03
B-26864,"$2,539 ",$324 ,5,Electronics,Electronic Games,UPI,30-Jan-21,Collin Cameron,California,San Francisco,2021-01
B-26019,"$9,845 ","$3,062 ",9,Office Supplies,Paper,COD,14-Mar-25,Elizabeth Hernandez,Florida,Orlando,2025-03
B-25849,"$2,901 ","$1,411 ",2,Office Supplies,Paper,Debit Card,26-Oct-21,William Russell,Texas,Austin,2021-10
